country_id;country_name;conflict_id;conflict_name;conflict_type_data_id;conflict_factor_data_id;conflict_intensity_data_id;conflict_subjects;conflict_history;conflict_regulation_practice;circle_coordinates;circle_custom_diameter;circle_conflict_type_data_id;circle_conflict_factors_data_id;circle_conflict_intensity_data_id;author;status;ДОПОЛН
125;Либерия;;;;;;;;;;;;;;;;
126;Ливия;39;Гражданская война в Ливии;;;;Ливийская армия (формально представляет сменяющиеся правительства в Триполи на западе страны) / Ливийская национальная армия (формально представляет парламент в Тобруке на востоке страны) / вооруженные группировки, аффилированные с политическими фигурами или представляющие племена / международные террористические организации  ;Ливия – независимое государство с 1951 г. Объединяет три территории – Триполитанию (запад, наиболее густонаселенная территория), Киренаику (восток, нефтеносный регион) и Феццан (юг, пустынные районы). В 1969 – 2011 г. режим диктатуры «лидера ливийской революции» М. Каддафи с особой формой правления – Джамахирией, опиравшейся на «революционные комитеты» на местах, в экономике – на доходы от добычи нефти. В начале 2011 г. на волне «арабской весны» начались антиправительственные выступления, поддержанные бомбардировками западных союзников. После убийства Каддафи в октябре 2011 г. вооруженное насилие пошло на спад, страна разделилась на несколько контролируемых разными силами территорий. Новая волна гражданской войны поднялась в 2014 г., ее основу составило вооруженное противостояние, с одной стороны, разрозненных вооруженных группировок Триполитании и Ливийской армии, заметную роль в которых играли исламисты, и с другой – Ливийской национальной армии под руководством маршала Х. Хафтара, установившей контроль над значительными территориями на востоке и юге страны. В октябре 2020 г. между ними был установлен режим прекращения огня. Обе стороны военно-политического противостояния до 2021 г. активно пользовались однозначной поддержкой влиятельных внешних партнеров, которые начали налаживать контакты со всеми основными внутриливийскими игроками. Раскол военно-политического пространства страны на восток и запад становится менее однозначным. На первый план в политическом процессе выходят тактические договоренности между основными влиятельными ливийскими фигурами, представляющими разные районы страны. В сфере безопасности наиболее напряженная ситуация – в Триполитании, где различные вооруженные группировки конкурируют за установление контроля над важными территориями и ресурсами. На юге страны продолжают действовать ячейки ИГИЛ, хотя и в ограниченном масштабе. Некоторые племена выражают недовольство отсутствием представительства их интересов в сменяющих друг друга органах центральной власти, не выражают им поддержки, формируют собственные силы обороны.;В конце 2015 г. при поддержке ООН создано временное Правительство национального согласия (премьер-министр Ф. Саррадж) в Триполи. Сосуществовало параллельно с правительством в Аль-Байда на востоке Ливии, сформированное Палатой представителей (спикер А. Салех) – международно-признанным парламентом страны по результатам выборов 2014 г., заседающем в Тобруке. В ноябре 2020 г. при активном участии ООН и по результатам встреч Форума политического диалога Ливии сформулирована «дорожная карта» политического процесса. На ее основе в марте 2021 г. было сформировано временное правительство (премьер-министр А.Х. Дбейба), задачей которого была подготовка страны к проведению выборов в декабре 2021 г., которые за два дня до намеченной даты были отложены. В марте 2022 г. Палата Представителей одобрила формирование нового временного правительства (премьер-министр Ф. Башага) и утвердила новую «дорожную карту», согласно которой выборы должны состояться к середине 2023 г. Премьер-министр Дбейба отказался уходить в отставку, настаивает на проведении выборов летом 2022 г. Многие влиятельные внешние силы в целом признают новое правительство Башаги. Деятельность Миссии ООН в Ливии многими ливийцами считается неэффективной.  Ни одна из влиятельных ливийских политических фигур не пользуется поддержкой большинства ливийцев, ввиду чего проведение референдума для них не является предпочтительным выходом из сложившегося кризиса. В основе конфликта – борьба за власть, экономические ресурсы.;28.95, 17.37;;102;202, 206, 204;303;Татьяна Тюкаева;upd;0
127;Санкт-Люсия;;;;;;;;;;;;;;;;
128;Лихтенштейн;;;;;;;;;;;;;;;;
129;Шри-Ланка;32;Тамило-сингальский конфликт (Шри Ланка);;;;Сингальское правительство / тамильские организации, в том числе и радикальные и военизированные группировки (повстанческое движение Тигры освобождения Тамил-Илама);Сингалы и тамилы не являются родственными народами, язык первых относится к индоевропейской семье, вторых -дравидской.  Первые в большинстве своем являются адептами буддизма, а вторые-индуизма.  В период существования Британской колониальной империи на Цейлоне местное тамильское население за свою лояльность получило непропорционально высокое политическое представительство, которое после обретения Цейлоном независимости начало сокращаться вследствие   целенаправленной политики укрепления позиций сингальского большинства. Тамильский язык был лишен официального статуса, книги, фильмы на нем запрещены. В 70-е гг. формируется политическое движение тамилов, стремящееся ненасильственными методами добиться независимости от центрального правительства. Однако категорический отказ центрального правительства идти на уступки и жесткие акции устрашения в отношении дравидского народа, в том числе и регулярные погромы мест компактного проживания, привели к радикализации тамильского движения. Гражданская война формально началась в 1983 г. Тигры Тамил Илама вели ее в формате партизанской войны и террористических действий. Конфликт продолжался до 2009 г. с переменными успехами, но центральному правительству удалось разгромить эту вооруженную группировку, что привело к поражению сепаратистов.;Жесткое подавление сепаратистского движения и конец вооруженного конфликта (2009 г.), распущено движение Тигры освобождения Тамил-Илама.  Деятельность Комиссии по обобщению уроков конфликта и примирению при Президенте. Возвращение тамильскому языку официального статуса. Налаживание политического диалога в представительном органе (партия Тамильский национальный альянс).;7.37, 80.76;;103;201, 203, 204, 205, 206;304;???;old;0
130;Лесото;;;;;;;;;;;;;;;;
131;Литва;;;;;;;;;;;;;;;;
132;Люксембург;;;;;;;;;;;;;;;;
133;Латвия;;;;;;;;;;;;;;;;
134;Macao;;;;;;;;;;;;;;;;
135;Сен-Мартен (французская часть);;;;;;;;;;;;;;;;
136;Марокко;37;Западно-сахарский конфликт;;;;Фронт ПОЛИСАРИО / Центральная власть Марокко ;До 1975 г. Западная Сахара была испанской колонией. В 1973 г. западно-сахарской молодежью был создан фронт ПОЛИСАРИО, провозгласивший целью вооруженную борьбу во имя получения независимости ЗС. По решению о деколонизации часть территории отошла Мавритании, часть – Марокко. В 1976 г. фронт ПОЛИСАРИО провозгласил создание Сахарской Арабской Демократической Республики (САДР) на всей территории ЗС во главе с председателем фронта в качестве президента, были сформированы правительство и однопалатный парламент. Мавритания в 1979 г. подписала с ПОЛИСАРИО соглашение о выводе своих сил с территории ЗС, отказе от претензий на нее и признании права на самоопределение ее жителями, в 1984 г. признала САДР. Марокко постепенно расширяло военный контроль над ЗС посредством поэтапного выстраивания системы оборонительных сооружений («марокканская стена»). По решению СБ ООН в 1991 г. была принята резолюция о прекращении огня между Рабатом и ПОЛИСАРИО и подготовке референдума о самоопределении. Периодически вспыхивали вооруженные стычки между конфликтующими сторонами. В ноябре 2020 г. марокканские вооруженные силы нарушили режим перемирия, начав военную операцию с целью прекращения блокады силами ПОЛИСАРИО транспортного движения между контролируемыми Марокко территориями ЗС и Мавританией. В ответ ПОЛИСАРИО заявил о своем выходе из соглашения о прекращении огня и возвращении к вооруженному сопротивлению. Наиболее активно и последовательно поддержку фронту ПОЛИСАРИО с начала конфликта предоставляет Алжир, оказывающий военную и политическую помощь и принимающий на своей территории около 200 тыс. западно-сахарских беженцев, штаб-квартиру фронта, а также правительство в изгнании САДР. Территория ЗС представляет значительный интерес с точки зрения огромных запасов фосфатов, богатых рыбных ресурсов и шельфовых месторождений нефти и газа.;Западная Сахара (ЗС) входит в список «несамоуправляющейся территории» ООН, дальнейший статус которой должен быть урегулирован по результатам референдума о самоопределении. Силы ПОЛИСАРИО фактически контролируют лишь незначительную часть ЗС вдоль границы с Мавританией и Алжиром («Свободная зона»). Марокко рассматривает ЗС в качестве своей неотъемлемой части («южные провинции»), контролируя около 80% территории. В 2007 г. Рабат предложил план предоставления ЗС «широкой автономии» в составе королевства, фронт ПОЛИСАРИО настаивает на проведении референдума. Мандат Миссии ООН по проведению референдума в Западной Сахаре (МООНРЗС) ежегодно продлевается, попытки согласования процедуры проведения референдума зашли в тупик. САДР является членом Африканского союза, в разное время признавалась в качестве независимого государства некоторыми странами, однако многие из них отозвали или заморозили свое признание. В 2020 г. США стали первым государством, официально признавшим марокканский суверенитет над ЗС. Многие государства критикуют политику властей Марокко в отношении ЗС и настаивают на проведении референдума, однако де-факто признают территорию марокканской и реализуют экономические проекты по соглашению с марокканскими властями. Рабат сделал ставку на экономическое и культурное вовлечение территории ЗС под свой суверенитет посредством реализации ряда проектов социально-экономического развития, в том числе в сфере образования, военного присутствия и налаживания контактов с западно-сахарскими элитами. Приблизительно половину населения ЗС составляют арабо-берберские племена – сахрави, которые разговаривают на языке хассания (диалект арабского языка в Магрибе) – согласно Конституции королевства, рассматривается как часть марокканской идентичности. Доля марокканцев, проживающих в ЗС, постоянно растет.;25.52, -13.20;;103;202, 206, 203;303;Татьяна Тюкаева;upd;0
136;Марокко;38;Марокко;;;;Берберские группировки / центральная власть Королевства Марокко ;Для Марокко характерно наложение диспропорций в региональном развитии на противоречия между различными в лингвистическом, этнокультурном и цивилизационном отношении группами, прежде всего арабами и берберами. Берберы являются автохтонной группой и составляют около 45-60% населения страны, сохраняя свою языковую и культурную идентичность. В годы французского протектората властями проводились политика стимулирования противоречий между этими группами, конфликтов между более обеспеченным городским, преимущественно арабским населением и проживавшими в экономически отсталых районах сельскими жителями – берберами. После перехода к демократическим выборам в стране произошло переосмысление роли берберов в строительстве марокканской государственности, прежде всего благодаря деятельности Берберского культурного движения, что внесло значительный вклад в учет их интересов властями. Шаги по поддержке институализированного берберского движения служат для государства в т.ч. целям защиты от распространения в стране исламского фундаментализма. В целом, политика нациестроительства способствовала некоторой этнополитической стабилизации, однако недовольство берберов своим положением сохраняется, и среди берберского населения, особенно молодежи, активно идут процессы радикализации. В октябре 2016 – начале 2017 гг. в стране наблюдался резкий рост уровня конфликтности, прежде всего со стороны племен области Риф, призывы к воссозданию Рифской республики (существовала на севере страны в 1920-е гг.), активисты сепаратистского движения были арестованы.;"Расширение роли демократических институтов и процедур; конституционная реформа 2011 г. Содействие возрождению берберской культуры и языка, создание Королевского института берберской культуры (2001), деятельность ассоциаций по защите берберского языка и культуры. Берберский язык (амазиг) получил статус официального (2011).";31.88, -6.74;;101;202, 203;305;???;old;0
137;Монако;;;;;;;;;;;;;;;;
138;Молдавия;4;Гагаузия;;;;Население Гагаузии / центральная власть Молдовы;"В августе 1990 г. Гагаузия провозгласила государственную независимость, из Молдовы на подавление движения за независимость были направлены силы добровольцев и милиции. Гражданскую войну удалось предотвратить (при участии сил Советской армии), в течение последующих трех лет Республика Гагаузия существовала в статусе непризнанного государства. Этнотерриториальная автономия гагаузов создана в 1994 г. на основе согласия принять предложенный центральным правительством статус. При этом на референдуме 2014 г. поддержана (практически плебисцитарным голосованием) возможность изменения статуса в случае изменения международно-правового статуса самой Молдовы; против вступления в ЕС высказались на референдуме более 97% избирателей (референдум признан в Молдове незаконным). Требование федерализации Молдовы (на основе объединения трех субъектов, которых представляет Кишинев, Комрат и Тирасполь) и более равномерного перераспределения экономических ресурсов (Гагаузия – беднейший регион страны) остаются в центре политических разногласий. Недовольство вызывает языковая политика Кишинева: так, обострение противостояния в 2011 г. было связано с признанием неудовлетворительными результатов экзамена гагаузских выпускников по молдавскому (румынскому) языку. В результате переговоров был достигнут компромисс, признана необходимость улучшения преподавания молдавского языка; обучение и делопроизводство ведется в основном на русском языке. В основе потенциального роста конфликтности – социально-экономическое неблагополучие региона и страны в целом.";Закон об особом статусе этнотерриторальной автономии Гагауз-Ери (1994), гарантированное представительство гагаузов в парламенте Молдовы, признание официального статуса гагаузского и русского языков наряду с молдавским (румынским).;46.20, 28.72;;103;202;301;???;old;0
138;Молдавия;81;Республика Молдова (РМ);;;;Этнические и территориальные группы / центральная власть Республики Молдова;"Этнополитический конфликт в Приднестровье является одним из аспектов масштабных процессов реконфигурации политического пространства в регионе. В разные исторические периоды территория Приднестровья находилась под контролем Польши, Румынии и России; в советские годы большая часть территории входила в состав Украинской ССР (до 1940 г.), затем - Молдавской ССР (создана в 1940 г.); здесь была сосредоточена большая часть ее промышленного потенциала. Обострение этнополитического конфликта произошло в конце 1980-х годов.  На подъёме националистских настроений в кругах молдавской интеллигенции стал формироваться общественный запрос на закрепление в качестве официального молдавского языка на латинском алфавите и на признание его единства с румынским языком. Принятие 31 августа 1989 г. Верховным Советом Молдавской ССР соответствующего закона было расценено русскоязычным населением Приднестровья, значительной частью которого являются русские и украинцы, как политическая дискриминация, ущемление их интересов и посягательство на идентичность. После выхода Молдавии из состава СССР и провозглашения независимости Приднестровской Молдавской Республики (1991 г.)  конфликт перерос в вооружённое противостояние, приведшее в 1992 г. к многочисленным жертвам. Боевые действия были прекращены после введения миротворческих сил Российской Федерации. В настоящее время на территории ПМР находится небольшой контингент Оперативной группы российских войск и миротворческих сил, в который входят военнослужащие РФ, ПМР и РМ.
 В 2006 г. в непризнанной Приднестровской Молдавской Республике прошел референдум, на котором подавляющее большинство жителей (97%) проголосовали за независимость с последующим присоединением к России. Молдавская сторона ставит вопрос о федерализации как перспективном пути решения конфликта и о переформатировании миротворческой миссии в миссию ОБСЕ.  Конфликт остаётся неурегулированным, сохраняется потенциал его перехода в активную фазу.";Дипломатическое посредничество, размещение контингента миротворческих сил. Инициирование создания консультативных органов на уровне политического руководства сторон конфликта (так, в начале 2000-х годов была создана комиссия по содействию политическому урегулированию конфликта, работу которой модерировал Е.М. Примаков – российский учёный и политик, имевший авторитет на мировом уровне).;47.11, 28.53;;103;204, 201, 203, 205, 206;304;Илья Удовенко;new;
139;Мадагаскар;;;;;;;;;;;;;;;;
140;Мальдивы;;;;;;;;;;;;;;;;
141;Мексика;;;;;;;;;;;;;;;;
142;Маршалловы острова;;;;;;;;;;;;;;;;
143;Македония;21;Македоно-албанский конфликт;;;;Македонское большинство / албанское меньшинство;Конфликт в Македонии является частью нерешенного албанского вопроса - наиболее конфликтогенной проблемы Балкан. Во времена СФРЮ в 1968 г. македонские албанцы требовали создания в составе Югославии албанской республики на основе получившего автономию края Косово. Опасаясь роста албанского этнического национализма, македонские власти Социалистической Республики Македонии в  составе СФРЮ в 1980-е гг. проводили идеологические кампании против албанских националистов. которые со временем приняли антиалбанский характер. На момент распада Югославии в 1991 г. албанцы составляли 21% (427 тыс. чел.) населения в Македонии. После распада СФРЮ В уже независимой Македонии были приняты законы, согласно которым албанцы обрели возможность участвовать в управлении страной (в том числе на высшем уровне) и получать высшее образование на родном языке. Тем не менее, реформы местного самоуправления и автономии, равно как и расширение участия этнических албанцев в руководстве страной, шли медленно и тормозились македонскими властями. Конфликт развернулся и вокруг текста Конституции, в преамбуле которого прописывался характер Македонии как «государства македонского народа» (славян). В 1999-2001 гг. ситуация осложнилась за счет прибытия в Македонию 240 тысяч беженцев-албанцев из Косова. Кроме того, успех действий Армии Освобождения Косова вдохновил радикальные силы македонских албанцев на создание Армии национального освобождения. 13 августа 2001 г. было подписано Рамочное (Охридское) соглашение, которое, однако, не смогло погасить конфликт Признание независимости Косова в 2008 г. дополнительно осложнило ситуацию в Македонии. Обострившиеся противоречия в 2015 г. и 2017 г. едва не привели к гражданской войне.;После подписания Рамочного соглашения (2001 г.) вопросами урегулирования занимается Верховный представитель Союза по иностранным делам и политике безопасности (ЕС),  контрольная миссия ОБСЕ, структуры НАТО. В регулировании используются инструменты образовательной и языковой политики (в 2001 г. был открыт Юго-Восточный Европейский университет - официальный мультиязыковой вуз на территории Македонии). Проведены реформы местного самоуправления для расширение участия этнических албанцев в руководстве страной. Конфликт сохраняет высокий потенциал дальнейшей эскалации.;41.64, 21.80;;102;204, 203, 202;302;Сергей Артеев;upd;0
143;Македония;70;Конфликт Греции и Македонии о названии бывшей югославской республики;;;;Греческая Республика и Республика Македония (1991-2019) / Бывшая югославская Республика Македония (1993-2019) - Республика Северная Македония (с 2019 г.);"Древнее государство Македония появилось в VIII веке до н.э. В разное время Македония входила в состав Римской, Византийской и Османской империй. По результатам балканских войн 1911-1913 годов территория Македонии оказалась поделенной между Грецией (греческая часть составляла около 52% и получила название Эгейская Македония), Сербией (38%, Южная Сербия) и Болгарией (10%, Пиринский край). После Первой мировой войны (1914-1918) было создано Королевство сербов, хорватов и словенцев, с 1929 года — Югославия. После Второй мировой войны и образования Федеративной Народной Республики Югославия (с 1963 года — Социалистическая Федеративная Республика Югославия, СФРЮ) македонская провинция Югославии стала Народной Республикой Македонией (с 1963 года — Социалистической Республикой Македонией). После начавшегося распада Югославии 17 сентября 1991 года парламент Македонии на основании референдума, состоявшегося 8 сентября, принял Декларацию о суверенитете и независимости страны. Греция сразу же выступила с заявлением протеста в связи с закрепленной в конституции формулировкой нового государственного наименования — Республика Македония, которое, по мнению Афин, может в дальнейшем послужить основанием для территориальных претензий со стороны Скопье. Кроме того, Греция подчеркивала, что новое государство, именуя себя ""Македонией"", присваивает древнюю греческую историю. Греция блокировала вхождение Македонии в ЕС и НАТО. Невзирая на протесты Греции в 1993 году Республика Македония стала 181-м членом ООН под названием ""Бывшая югославская республика Македония"" (БЮРМ). В ответ греческое правительство приняло решение о закрытии порта Салоник для судов Македонии.";"В 1995 году Афины и Скопье подписали Временное двустороннее соглашение. 12 июня 2018 г. премьер-министры Греции и Бывшей югославской республики Македонии Алексис Ципрас и Зоран Заев достигли соглашения по конституционному названию Республики Македонии. 17 июня министры иностранных дел Греции Никос Котзиас и бывшей югославской республики Македония Никола Димитров подписали соглашение о новом конституционном названии Македонии. БЮРМ официально стала""Республикой Северная Македония"". 20 июня депутаты Собрания (парламента) Македонии ратифицировали договор с Грецией о переименовании страны. Договор был направлен президенту Македонии, однако он отказался его подписать. 5 июля депутаты парламента Македонии повторно утвердили договор с Грецией о переименовании бывшей югославской республики. Президент Македонии Георге Иванов отказался утвердить договор Скопье и Афин. 30 сентября 2018 г. в Республике Македония состоялся консультативный референдум о переименовании страны. При явке 35% более 91% проголосовавших высказались за смену названия государства. В октябре 2018-январе 2019 гг. это решение одобрил македонский парламент. В результате 25 января 2019 г. греко-македонское соглашение 2018 г. ратифицировал греческий парламент. Спор официально был исчерпан, но определенные слои и в Греции, и в Македонии по-прежнему выступают против принятого решения.";41.55, 21.56;;103;201, 203, 204;301;Сергей Артеев;new;0
144;Мали;;;;;;;;;;;;;;;;
145;Мальта;;;;;;;;;;;;;;;;
146;Мьянма;63;Мьянма;;;;«Армия спасения рохинджа Аракана», «Организация солидарности рохинджа» / Правительство Мьянмы ;Столкновения между мусульманами и буддистами в Ракхайне начались еще в 1940-е гг. и были вызваны массовыми миграциями в ходе Второй мировой войны. После обретения Бирмой независимости и раздела Британской Индии началось вялотекущее мусульманское восстание. Установление в 1962 г. военного режима националистического толка и иммиграция в страну беженцев из Восточного Пакистана перед и во время Третьей Индо-пакистанской войны 1971 г. привели к дальнейшему нарастанию напряженности. В течение последующих 50 лет повстанческое движение рохинджа превратилось в полноценную партизанскую войну. Армия Мьянмы периодически устраивала масштабные военные операции, повстанцы атаковали малые гарнизоны и расправлялись с лоялистами. Крупное армейское наступление в 2018 г. привело к бегству в Бангладеш более 600 тыс. человек и началу гуманитарного кризиса.;Улучшение инфраструктуры региона, экономическое развитие (строительство инфраструктуры, электрификация поселений, программы профессиональной подготовки молодежи, создание СЭЗ на территории Ракхайна), трансформация идентичности и частичное вытеснение рохинджа в Бангладеш, активная пропаганда лоялизма;24.86, 96.09;;103;204, 201, 203, 205, 202;303;Алексей Куприянов;new;0
146;Мьянма;64;Мьянма;;;;Этнические, территориальные и клановые сообщества / правительство Республики Союза Мьянма;После обретения независимости от Великобритании в 1948 году становление Мьянмы как государства сопровождалось широкомасштабной гражданской войной. Строительство новой нации было тесно сопряжено с объединением в рамках единой страны не только бирманских, но и множества других народностей, включая шанов. В основе создания новой независимой Мьянмы (в то время Бирмы) были договоренности, достигнутые представителями ведущих сил в рамках Панлонского соглашения 1947 г. Согласно Соглашению, мелкие государственные образования Шана, объединившиеся в Федеративные Шанские Государства, получали широкую автономию в рамках Союза. Однако уже с 1950-х гг. по всей стране начинаются выступления этнических меньшинств, поводом для этого послужило невыполнение решений, закрепленных в документе. В 60-х гг. происходит полный отказ от идей федерализма в пользу унитарной формы устройства, что привело здесь к восстанию и образованию Шанской объединенной армии, которая состояла из целого ряда вооруженных формирований. Долгое время борьба шанов за независимость от Мьянмы обеспечивалась наркоторговлей. В 1991 г. штат провозгласил свою независимость от Мьянмы, а уже в 1996 г. после рассеивания «Золотого треугольника», организованная наркогруппировка распалась на мелкие формирования. Сегодня непризнанное Государство Шан располагается на территории одноименного восточно-центрального штата Мьянмы, но полного контроля над всем районом нет ни у одной из действующих здесь сил. Сохраняется достаточно высокий уровень преступности, в борьбе с правительственными войсками зачастую используются средства и методы политического насилия.;Периодическое проведение специальных операций против повстанцев шан, в том числе в сотрудничестве с конкурирующими вооруженными этническими группировками. Заключение перемирия с отдельными формированиями. Вовлечение сепаратистских сил во внутриполитический процесс (с организацией выборов в парламент штата и назначение отдельных лиц на министерские и управленческие посты).;20.01, 96.00;;103;204, 201, 202, 203;303;Эльза Ширгазина;new;0
